title,genre,length,year,plot,star,n_vote,box_office,director,cast
Good Enough: A Modern Musical,Musical,100 min,(2023),"College seniors Jamal and Trevor each think they have it all planned out until they have an unexpected encounter, but is their developing love enough to overcome their different backgrounds, paths, friends, and families?",7.6,178,N/A,['Mike Spears'],"['Jay Towns', 'Trey Mendlik', 'Ben Ruettiger', 'France Jean-Baptiste']"
The Seamstress,"Drama, Western",160 min,(2017),"In the thirties, two sisters separated by fate face prejudice and sexism, one by the high society in a big city and the other by a group of renegades in the countryside. Despite the ...                See full summary »",7.6,357,N/A,['Breno Silveira'],"['Nanda Costa', 'Marjorie Estiano', 'Julio Machado', 'Rômulo Estrela']"
The French Boys 2,Drama,92 min,(2021),"Much like their sought after paintings and pastry treats, these delightful stories prove that when it comes to finesse and flavor in filmmaking - you can't beat the French.",7.6,13,N/A,[],"['Solal Forte', 'Stanley Weber', 'Yann Gael', 'Manuel Vallade']"
The Queen of Ireland,"Documentary, Biography",86 min,(2015),Documentary about the life of Irish drag queen Panti Bliss.,7.6,379,N/A,['Conor Horgan'],"['Declan Buckley', 'Phillip McMahon', 'Una Mullally', 'David Norris']"
The Jinkx and DeLa Holiday Special,"Comedy, Musical",65 min,(2020),"This high-camp, side-splitting-romp is sure to become an instant holiday classic.",7.6,558,N/A,['Benjamin Putnam'],"['Benjamin Putnam', 'Jinkx Monsoon', 'Jordan Iosua Taylor', 'Jeffery Roberson']"
Pink,"Comedy, Drama",N/A,(III) (2018),A tormented artist has just three days left under house arrest when a friend stashes a backpack full of stolen drugs in his home.,7.6,12,N/A,['Austin Herring'],"['Conner Marx', 'Katie Gunderson', 'Brett Gentile', 'Mike Mihm']"
Superstar in a Housedress,"Documentary, Biography, Comedy",95 min,(2004),"""Jackie Curtis is not a drag queen. Jackie is an artist. A pioneer without a frontier."" -- Andy Warhol. Superstar in a Housedress examines the life and legend of Warhol transvestite ...                See full summary »",7.6,171,$0.03M,['Craig Highberger'],"['Peter Allen', 'Paul Ambrose', 'Michael André', 'Penny Arcade']"
Every Act of Life,"Documentary, Biography",93 min,(2018),"The life of Tony-winning playwright Terrence McNally (Master Class, Ragtime): 60 years of groundbreaking plays and musicals, the struggle for LGBT rights, addiction and recovery, finding ...                See full summary »",7.6,164,N/A,['Jeff Kaufman'],"['F. Murray Abraham', 'Lynn Ahrens', 'Jon Robin Baitz', 'Christine Baranski']"
The Travel Agent,"Documentary, Drama",88 min,(2015),"Havana, Cuba, 54th year of US embargo. After helping hundreds of Cubans to travel to the US, Lourdes has finally the chance of getting a visa to see her dying mother in Miami. She waited a lifetime for this moment.",7.6,18,N/A,['Niccolò Bruna'],"['Enit Abreu Gomez', 'Lourdes Gonzales Rosabal']"
Interview with the Vampire: The Vampire Chronicles,"Drama, Fantasy, Horror",123 min,(1994),"A vampire tells his epic life story: love, betrayal, loneliness, and hunger.",7.5,"346,429",$105.26M,['Neil Jordan'],"['Brad Pitt', 'Tom Cruise', 'Antonio Banderas', 'Kirsten Dunst']"
"tick, tick... BOOM!","Biography, Comedy, Drama",115 min,(2021),"On the brink of turning 30, a promising theater composer navigates love, friendship and the pressure to create something great before time runs out.",7.5,"119,290",N/A,['Lin-Manuel Miranda'],"['Andrew Garfield', 'Alexandra Shipp', 'Robin de Jesus', 'Vanessa Hudgens']"
Fruitvale Station,"Biography, Crime, Drama",85 min,(2013),"The story of Oscar Grant III, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008.",7.5,"85,780",$16.10M,['Ryan Coogler'],"['Michael B. Jordan', 'Melonie Diaz', 'Octavia Spencer', 'Kevin Durand']"
Free Fall,"Drama, Romance",97 min,(I) (2013),A soon-to-be-father policeman falls for a gay fellow officer and his life starts falling apart.,7.5,"22,501",N/A,['Stephan Lacant'],"['Hanno Koffler', 'Max Riemelt', 'Attila Borlan', 'Katharina Schüttler']"
Out in the Dark,"Crime, Drama, Romance",96 min,(2012),"A drama centered on the love affair between two men on opposite sides of the Mid-East conflict: Palestinian student Nimer and Roy, an Israeli lawyer.",7.5,"9,207",N/A,['Michael Mayer'],"['Nicholas Jacob', 'Michael Aloni', 'Jameel Khoury', 'Alon Pdut']"
The Bitter Tears of Petra von Kant,"Drama, Romance",124 min,(1972),A troubled fashion designer starts a relationship with a much younger woman.,7.5,"10,983",N/A,['Rainer Werner Fassbinder'],"['Margit Carstensen', 'Hanna Schygulla', 'Katrin Schaake', 'Eva Mattes']"
4 Moons,"Drama, Romance",110 min,(2014),Four stories of love and disgust between men of different generations facing their conflicts and their fears,7.5,"4,848",N/A,['Sergio Tovar Velarde'],"['Antonio Velázquez', 'Alejandro de la Madrid', 'Cesar Ramos', 'Gustavo Egelhaaf']"
Ma vie en rose,Drama,88 min,(1997),Ludovic is an innocent seven-year-old child who provokes horror in his community when he dresses in girls clothes and insists he's a girl.,7.5,"9,022",$2.28M,['Alain Berliner'],"['Georges Du Fresne', 'Michèle Laroque', 'Jean-Philippe Écoffey', 'Hélène Vincent']"
One Four Three,"Drama, Thriller",N/A,(2021),"A woman diagnosed with amnesia struggles to remember her attacker, her lover, and herself.",7.5,78,N/A,['Jade Winters'],"['Ella McCready', 'Ellouise Shakespeare-Hart', 'Rory Grant', 'Amanda Bray']"
Buddies,"Drama, History, Romance",81 min,(1985),"The film follows a New York City gay man, in a monogamous relationship, becoming a ""buddy"" or volunteer bedside companion to another gay man dying of AIDS, and the friendship that develops. Restored in 2020.",7.5,809,N/A,['Arthur J. Bressan Jr.'],"['Geoff Edholm', 'David Schachter', 'Billy Lux', 'David Rose']"
Waking Sleeping Beauty,"Documentary, Drama, History",86 min,(2009),"The story of the Disney Renaissance, an incredibly prolific, successful and prestigious decade lasting from 1984 to 1994 that saw the fallen Walt Disney Animation Studios' unexpected progressive triumphant return to excellence.",7.5,"3,265",$0.08M,['Don Hahn'],"['Roy Edward Disney', 'John Lasseter', 'Michael Eisner', 'Don Hahn']"
Believer,"Documentary, Music",101 min,(I) (2018),Believer.,7.5,940,N/A,['Don Argott'],"['Dan Reynolds', 'Aja Volkman', 'Ben McKee', 'Daniel Platzman']"
A Story of Yonosuke,Drama,160 min,(2012),Were people's lives changed by having known Yonosuke?,7.5,"2,307",N/A,['Shûichi Okita'],"['Ayumi Ito', 'Kengo Kôra', 'Gô Ayano', 'Jun Kunimura']"
Howard,"Documentary, Biography, Music",94 min,(2018),"The story of songwriter Howard Ashman who penned the lyrics for Little Shop of Horrors, The Little Mermaid, Aladdin, and Beauty and the Beast before he died of AIDS at the height of the AIDS crisis in 1991.",7.5,"1,455",N/A,['Don Hahn'],"['Don Hahn', 'Sarah Gillespie', 'Shirley Ashman', 'Howard Ashman']"
Apricot Groves,"Drama, Romance",78 min,(2016),"Aram, the Iranian Armenian youth who has immigrated to the US in childhood returns to Armenia for the first time to propose to an Armenian girlfriend Aram met and lived with in the US. Aram...                See full summary »",7.5,111,N/A,['Pouria Heidary Oureh'],"['Hovhannes Azoyan', 'Henri Hakobyan', 'Pedram Ansari', 'Maro Hakobyan']"
After Stonewall,"Documentary, Biography, History",88 min,(1999),Documentary/Historical retrospective of the Gay Rights movement from the 1969 Stonewall riots to the present.,7.5,674,N/A,['John Scagliotti'],"['Craig Rodwell', 'Melissa Etheridge', 'Mike Carney', 'Barney Frank']"
An Act of Love,"Documentary, Drama, Family",86 min,(2015),Follows Rev. Frank Schaefer who was put on trial in the United Methodist Church for officiating his son's same-sex wedding.,7.5,47,N/A,['Scott Sheppard'],"['Jimmy Creech', 'Frank Schaefer', 'Tim Schaefer', 'Beth Stroud']"
Feel good to say goodbye,Romance,125 min,(2016),Chai and Aek come across each other on a trip to Koh Samet. This encounter reminds them of their bond during their student years. Chai was a volleyball player . Aek played in the football ...                See full summary »,7.5,15,N/A,['Patatarapol Wanathananont'],"['Phuangphoo Paranyu', 'Worapon Tapaopong']"
I Was Not Born a Mistake,Documentary,52 min,(2019),"Yaakov Smith was an ultra-orthodox married man with six children and a pillar of his community, when he left his family, his community, and Israel. It took him 20 years to return - only ...                See full summary »",7.5,8,N/A,[],[]
The Talented Mr. Ripley,"Crime, Drama, Thriller",139 min,(1999),"In late 1950s New York, a young underachiever named Tom Ripley is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures.",7.4,"237,954",$81.30M,['Anthony Minghella'],"['Matt Damon', 'Gwyneth Paltrow', 'Jude Law', 'Cate Blanchett']"
Bram Stoker's Dracula,"Drama, Fantasy, Horror",128 min,(1992),The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.,7.4,"237,701",$82.52M,['Francis Ford Coppola'],"['Gary Oldman', 'Winona Ryder', 'Anthony Hopkins', 'Keanu Reeves']"
Moonlight,Drama,111 min,(I) (2016),"A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.",7.4,"330,833",$27.85M,['Barry Jenkins'],"['Mahershala Ali', 'Naomie Harris', 'Trevante Rhodes', 'Alex R. Hibbert']"
The Rocky Horror Picture Show,"Comedy, Horror, Musical",100 min,(1975),A newly-engaged couple have a breakdown in an isolated area and must seek shelter at the bizarre residence of Dr. Frank-n-Furter.,7.4,"166,483",$139.88M,['Jim Sharman'],"['Tim Curry', 'Susan Sarandon', 'Barry Bostwick', ""Richard O'Brien""]"
Tár,"Drama, Music",158 min,(2022),"Set in the international world of Western classical music, the film centers on Lydia Tár, widely considered one of the greatest living composer-conductors and the very first female director of a major German orchestra.",7.4,"93,118",N/A,['Todd Field'],"['Cate Blanchett', 'Noémie Merlant', 'Nina Hoss', 'Sophie Kauer']"
Cloud Atlas,"Drama, Mystery, Sci-Fi",172 min,(2012),"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.",7.4,"373,875",$27.11M,[],"['Tom Hanks', 'Halle Berry', 'Hugh Grant', 'Hugo Weaving']"
Onward,"Animation, Adventure, Comedy",102 min,(I) (2020),"In a magical world full of technological advances, elven brothers Ian and Barley Lightfoot set out on an adventure to resurrect their late father for a day.",7.4,"169,254",$61.56M,['Dan Scanlon'],"['Tom Holland', 'Chris Pratt', 'Julia Louis-Dreyfus', 'Octavia Spencer']"
Together,"Comedy, Drama, Romance",106 min,(2000),"In 1975, the dynamics of a Swedish commune begin to change upon the arrival of a beaten wife and her two kids.",7.4,"24,274",$1.07M,['Lukas Moodysson'],"['Lisa Lindgren', 'Michael Nyqvist', 'Emma Samuelsson', 'Sam Kessel']"
The Haunting,Horror,112 min,(1963),"Hill House has stood for about 90 years and appears haunted: its inhabitants have always met strange, tragic ends. Now Dr. John Markway has assembled a team of people who he thinks will prove whether or not the house is haunted.",7.4,"42,399",$2.62M,['Robert Wise'],"['Julie Harris', 'Claire Bloom', 'Richard Johnson', 'Russ Tamblyn']"
Transamerica,"Adventure, Comedy, Drama",103 min,(2005),"A transgender woman takes an unexpected journey when she learns that she had a son, now a teenage runaway hustling on the streets of New York.",7.4,"42,314",$9.02M,['Duncan Tucker'],"['Felicity Huffman', 'Kevin Zegers', 'Fionnula Flanagan', 'Andrea James']"
Saving Face,"Comedy, Drama, Romance",91 min,(2004),A gay Chinese-American and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations.,7.4,"13,374",$1.19M,['Alice Wu'],"['Joan Chen', 'Michelle Krusiec', 'Lynn Chen', 'Jin Wang']"
Housekeeping for Beginners,"Comedy, Drama",107 min,(2023),"Despite never aspiring to be a mother, Dita finds herself compelled to raise her girlfriend's two daughters. As their individual wills clash, a heartwarming story unfolds about an unlikely family's struggle to stay together.",7.4,237,N/A,['Goran Stolevski'],"['Samson Selim', 'Mia Mustafi', 'Dzada Selim', 'Anamaria Marinca']"
Holding the Man,"Biography, Drama, History",127 min,(2015),"The warm, funny and achingly sad story of the 15-year-long love affair between Timothy Conigrave and the boy he fell in love with at high school, John Caleo.",7.4,"13,355",N/A,['Neil Armfield'],"['Ryan Corr', 'Sarah Snook', 'Francesco Ferdinandi', 'Craig Stott']"
Mario,"Drama, Romance, Sport",124 min,(I) (2018),Two young football players get caught up between the politics of the game and the politics of love.,7.4,"5,224",N/A,['Marcel Gisler'],"['Max Hubacher', 'Aaron Altaras', 'Jessy Moravec', 'Jürg Plüss']"
120 BPM,Drama,143 min,(2017),Members of the advocacy group ACT UP Paris demand action by the government and pharmaceutical companies to combat the AIDS epidemic in the early 1990s.,7.4,"16,695",$0.13M,['Robin Campillo'],"['Nahuel Pérez Biscayart', 'Arnaud Valois', 'Adèle Haenel', 'Antoine Reinartz']"
"Howdy, Neighbor!","Horror, Thriller",80 min,(2023),"When former child actor, Benjamin Caldwell, is recognized by his new neighbor, the lines between friend and fan are blurred, turning his number one fan into his number one nightmare.",7.4,27,N/A,['Allisyn Snyder'],"['Alyson Stoner', 'Debby Ryan', 'Damien C. Haas', 'Shayne Topp']"
I Dream in Another Language,"Drama, Romance",103 min,(2017),"When a language dies, a unique vision of the world is lost forever.",7.4,"4,025",$0.00M,['Ernesto Contreras'],"['Fernando Álvarez Rebeil', 'José Manuel Poncelis', 'Eligio Meléndez', 'Fátima Molina']"
House of Hummingbird,Drama,138 min,(2018),"Seoul 1994, in the year the Seongsu Bridge collapsed, 14-year-old Eunhee wanders the city searching for love.",7.4,"3,764",N/A,['Bora Kim'],"['Park Ji-hu', 'Kim Sae-byeok', 'Jeong In-gi', 'Soo-Yeon Park']"
Lilies,"Crime, Drama, Fantasy",95 min,(1996),"When a bishop comes to a prison to hear the confession of an old friend he is forced to watch a play, performed by the inmates, about their youth together, love and betrayal.",7.4,"2,838",$0.22M,['John Greyson'],"['Ian D. Clark', 'Marcel Sabourin', 'Aubert Pallascio', 'Jason Cadieux']"
Topli film,Documentary,92 min,(2024),Two young actors are exploring the topic of representation of LGBTI people through the history of Yugoslav cinema and social circumstances that have resulted in different treatment of these characters.,7.4,7,N/A,['Dragan Jovicevic'],"['Milos Timotijevic', 'Srdjan Dragojevic', 'Zelimir Zilnik', 'Mladen Djordjevic']"
