title,genre,length,year,plot,star,n_vote,box_office,director,cast,keyword
Carol,"['Drama', ' Romance']",118 min,2015,An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.,7.3,142368,12710000.0,['Todd Haynes'],"['Cate Blanchett', 'Rooney Mara', 'Sarah Paulson', 'Kyle Chandler']",queer
My Own Private Idaho,['Drama'],104 min,1991,Two best friends living on the streets of Portland as hustlers embark on a journey of self discovery and find their relationship stumbling along the way.,7.0,61735,6400000.0,['Gus Van Sant'],"['River Phoenix', 'Keanu Reeves', 'James Russo', 'William Richert']",queer
Titane,"['Drama', ' Horror', ' Sci-Fi']",108 min,2021,"Following a series of unexplained crimes, a father is reunited with the son who has been missing for ten years.",6.5,56123,0.0,['Julia Ducournau'],"['Vincent Lindon', 'Agathe Rousselle', 'Garance Marillier', 'Laïs Salameh']",queer
Heatwave,['Thriller'],100 min,2022,"Claire, an ambitious young woman, starts working for a successful and rich businessman, but unknowingly gets involved in an affair with his wife.",5.0,2362,0.0,['Ernie Barbarash'],"['Kat Graham', 'Merritt Patterson', 'Sebastian Roché', 'Cardi Wong']",queer
Cinderella,"['Comedy', ' Family', ' Fantasy']",112 min,2021,"A modern movie musical with a bold take on the classic fairy tale. Our ambitious heroine has big dreams and with the help of her fab Godmother, she perseveres to make them come true.",4.4,46479,0.0,['Kay Cannon'],"['Camila Cabello', 'Billy Porter', 'Nicholas Galitzine', 'Idina Menzel']",queer
Gummo,"['Comedy', ' Drama']",89 min,1997,"Lonely residents of a tornado-stricken Ohio town wander the deserted landscape trying to fulfill their boring, nihilistic lives.",6.6,38244,20000.0,['Harmony Korine'],"['Nick Sutton', 'Jacob Sewell', 'Lara Tosh', 'Jacob Reynolds']",queer
Jawbreaker,"['Comedy', ' Crime', ' Thriller']",86 min,1999,Three of the most popular girls at Reagan High accidentally kill the prom queen with a jawbreaker when a kidnapping goes horribly wrong.,5.7,28935,3070000.0,['Darren Stein'],"['Rose McGowan', 'Rebecca Gayheart', 'Julie Benz', 'Alexandra Adi']",queer
Pink Flamingos,"['Comedy', ' Crime']",93 min,1972,"Notorious Baltimore criminal and underground figure Divine goes up against a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive"".",6.0,27898,180000.0,['John Waters'],"['Divine', 'David Lochary', 'Mary Vivian Pearce', 'Mink Stole']",queer
Persona,"['Drama', ' Thriller']",83 min,1966,A nurse is put in charge of a mute actress and finds that their personae are melding together.,8.1,130898,0.0,['Ingmar Bergman'],"['Bibi Andersson', 'Liv Ullmann', 'Margaretha Krook', 'Gunnar Björnstrand']",queer
The Maltese Falcon,"['Crime', ' Film-Noir', ' Mystery']",100 min,1941,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",8.0,166557,2110000.0,['John Huston'],"['Humphrey Bogart', 'Mary Astor', 'Gladys George', 'Peter Lorre']",queer
Imagine Me & You,"['Comedy', ' Drama', ' Romance']",90 min,2005,"A newlywed bride becomes infatuated with another woman who questions her sexual orientation, promoting a stir among the bride's family and friends.",6.7,35983,670000.0,['Ol Parker'],"['Piper Perabo', 'Lena Headey', 'Matthew Goode', 'Celia Imrie']",queer
Velvet Goldmine,"['Drama', ' Music']",118 min,1998,"In 1984, British journalist Arthur Stuart investigates the career of 1970s glam superstar Brian Slade, who was heavily influenced in his early years by hard-living and rebellious American singer Curt Wild.",6.9,38304,1050000.0,['Todd Haynes'],"['Ewan McGregor', 'Jonathan Rhys Meyers', 'Christian Bale', 'Toni Collette']",queer
All About My Mother,"['Comedy', ' Drama', ' Romance']",101 min,1999,"A comedy-drama about a bereaved mother, and overwrought actress, her jealous lover, and a pregnant nun.",7.8,102857,8260000.0,['Pedro Almodóvar'],"['Cecilia Roth', 'Marisa Paredes', 'Candela Peña', 'Antonia San Juan']",queer
Happiest Season,"['Comedy', ' Romance']",102 min,2020,"A holiday romantic comedy that captures the range of emotions tied to wanting your family's acceptance, being true to yourself, and trying not to ruin Christmas.",6.6,47390,0.0,['Clea DuVall'],"['Kristen Stewart', 'Mackenzie Davis', 'Mary Steenburgen', 'Victor Garber']",queer
Together,"['Comedy', ' Drama', ' Romance']",106 min,2000,"In 1975, the dynamics of a Swedish commune begin to change upon the arrival of a beaten wife and her two kids.",7.4,24339,1070000.0,['Lukas Moodysson'],"['Lisa Lindgren', 'Michael Nyqvist', 'Emma Samuelsson', 'Sam Kessel']",queer
Rape Zombie: Lust of the Dead 3,['Horror'],68 min,2013,"Japan's war against the zombie hordes continues, and the army of Ghoul-fighting girls struggles to survive when their leader is lost to insanity.",3.6,487,0.0,['Naoyuki Tomomatsu'],"['Yui Aikawa', 'Asami', 'Iona', 'Saya Kobayashi']",queer
Bad Education,"['Crime', ' Drama']",106 min,2004,An examination on the effect of Franco-era religious schooling and sexual abuse on the lives of two longtime friends.,7.4,63410,5210000.0,['Pedro Almodóvar'],"['Gael García Bernal', 'Fele Martínez', 'Javier Cámara', 'Daniel Giménez Cacho']",queer
Ride or Die,"['Crime', ' Drama', ' Romance']",142 min,2021,"Rei helps the woman she's been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",5.6,2532,0.0,['Ryûichi Hiroki'],"['Kiko Mizuhara', 'Honami Satô', 'Shinya Niiro', 'Shunsuke Tanaka']",queer
Rape Zombie: Lust of the Dead 2,['Horror'],67 min,2013,"After a nuclear attack, a strange virus has turned 90% of the male population of the world into lust-filled zombies. However, in Akihabara, Japan, some males have been found who are uninfected.",3.4,546,0.0,['Naoyuki Tomomatsu'],"['Hayato Abe', 'Yui Aikawa', 'Maki Aoyama', 'Asami']",queer
The Doom Generation,"['Comedy', ' Crime', ' Drama']",83 min,1995,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex-and-violence-filled journey through an America of psychos and quickie marts.",6.1,17875,260000.0,['Gregg Araki'],"['James Duval', 'Rose McGowan', 'Johnathon Schaech', 'Cress Williams']",queer
Kinsey,"['Biography', ' Drama', ' Romance']",118 min,2004,"A look at the life of Alfred Kinsey, a pioneer in the area of human sexuality research, whose 1948 publication ""Sexual Behavior in the Human Male"" was one of the first recorded works that saw science address sexual behavior.",7.1,50954,10210000.0,['Bill Condon'],"['Liam Neeson', 'Laura Linney', ""Chris O'Donnell"", 'Peter Sarsgaard']",queer
Caravaggio,"['Biography', ' Drama', ' History']",93 min,1986,"A retelling of the life of the celebrated 17th-century painter through his brilliant, nearly blasphemous paintings and his flirtations with the underworld.",6.5,7023,0.0,['Derek Jarman'],"['Noam Almaz', 'Dexter Fletcher', 'Nigel Terry', 'Sean Bean']",queer
Stranger by the Lake,"['Drama', ' Romance', ' Thriller']",100 min,2013,"Summertime. A cruising spot for men, tucked away on the shores of a lake. Franck falls in love with Michel, an attractive, potent and lethally dangerous man. Franck knows this but wants to live out his passion anyway.",6.9,15911,320000.0,['Alain Guiraudie'],"['Pierre Deladonchamps', 'Christophe Paou', ""Patrick d'Assumçao"", 'Jérôme Chappatte']",queer
Far from Heaven,"['Drama', ' Romance']",107 min,2002,"In 1950s Connecticut, a flustered housewife faces a marital crisis and mounting racial tensions in the outside world.",7.3,49306,15850000.0,['Todd Haynes'],"['Julianne Moore', 'Dennis Quaid', 'Dennis Haysbert', 'Patricia Clarkson']",queer
Rape Zombie: Lust of the Dead 5,['Horror'],81 min,2014,As the undead and Otaku near their goal the remaining survivors mount one last offense.,3.6,226,0.0,['Naoyuki Tomomatsu'],"['Yui Aikawa', 'Shoji An', 'Maki Aoyama', 'Asami']",queer
Hedwig and the Angry Inch,"['Comedy', ' Drama', ' Music']",95 min,2001,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,7.7,37345,3030000.0,['John Cameron Mitchell'],"['John Cameron Mitchell', 'Miriam Shor', 'Stephen Trask', 'Theodore Liscinski']",queer
Loving Annabelle,"['Drama', ' Romance']",77 min,2006,"The intelligent Annabelle starts in an elite Catholic girls' boarding high school after being expelled from the previous 2 schools. She's open about being lesbian. She's attracted to her teacher, Simone.",6.3,13478,1100000.0,['Katherine Brooks'],"['Erin Kelly', 'Diane Gaidry', 'Laura Breckenridge', 'Michelle Horn']",queer
Desert Hearts,"['Drama', ' Romance']",91 min,1985,"While waiting for her divorce papers, a repressed professor of literature is unexpectedly seduced by a carefree, spirited young lesbian.",7.1,7291,2490000.0,['Donna Deitch'],"['Helen Shaver', 'Patricia Charbonneau', 'Audra Lindley', 'Andra Akers']",queer
National Anthem,['Drama'],96 min,2023,A 21-year-old construction worker in New Mexico joins a community of queer rodeo performers in search of their own version of the American dream.,6.7,67,0.0,['Luke Gilford'],"['Charlie Plummer', 'Eve Lindley', 'Rene Rosado', 'Mason Alexander Park']",queer
My Beautiful Laundrette,"['Comedy', ' Drama', ' Romance']",97 min,1985,An ambitious Pakistani Briton and his white boyfriend strive for success and hope when they open a glamorous laundromat.,6.8,17295,2450000.0,['Stephen Frears'],"['Saeed Jaffrey', 'Roshan Seth', 'Daniel Day-Lewis', 'Richard Graham']",queer
Punch,"['Drama', ' Romance', ' Sport']",98 min,2022,"Jim is preparing for his first professional fight but begins to rethink his life's trajectory and his sexuality after tangling with Whetu, a gay Maori boy who spends his days in an old shack down by the beach.",6.3,1380,0.0,['Welby Ings'],"['Tim Roth', 'Jordan Oosterhof', 'Conan Hayes', 'Abigail Laurent']",queer
Transamerica,"['Adventure', ' Comedy', ' Drama']",103 min,2005,"A transgender woman takes an unexpected journey when she learns that she had a son, now a teenage runaway hustling on the streets of New York.",7.4,42343,9020000.0,['Duncan Tucker'],"['Felicity Huffman', 'Kevin Zegers', 'Fionnula Flanagan', 'Andrea James']",queer
The Bitter Tears of Petra von Kant,"['Drama', ' Romance']",124 min,1972,A troubled fashion designer strikes up a romance with a much younger woman.,7.5,11040,0.0,['Rainer Werner Fassbinder'],"['Margit Carstensen', 'Hanna Schygulla', 'Katrin Schaake', 'Eva Mattes']",queer
Carmilla,"['Drama', ' Fantasy', ' Horror']",94 min,2019,"An atmospheric, coming-of-age love story steeped in eerie mystery and inspired by the gothic novel of the same name.",5.3,942,0.0,['Emily Harris'],"['Hannah Rae', 'Devrim Lingnau', 'Jessica Raine', 'Tobias Menzies']",queer
Sebastiane,"['Drama', ' Romance']",86 min,1976,"Reassigned to a lowly outpost, a Roman guard's Christian beliefs clash with his gay commander's desire for closeness. Being tortured becomes pleasurable.",6.2,3144,0.0,[],"['Leonardo Treviglio', 'Barney James', 'Neil Kennedy', 'Richard Warwick']",queer
Eismayer,"['Drama', ' History', ' Romance']",87 min,2022,"Vice Lieutenant Eismayer is the most feared trainer and model macho in the Austrian Military and lives as a gay man in secret. When he falls in love with a young, openly gay soldier, his world gets turned upside down. Based on real events.",7.0,1713,0.0,['David Wagner'],"['Gerhard Liebmann', 'Luka Dimic', 'Julia Koschitz', 'Anton Noori']",queer
Cola de Mono,"['Drama', ' Thriller']",102 min,2018,"Borja celebrates Christmas 1986 with his mother and his brother Vicente, but the party will be organized according to the directives that his father left before he died.",5.8,963,0.0,['Alberto Fuguet'],"['Santiago Rodríguez Costabal', 'Cristóbal Rodríguez Costabal', 'Carmina Riego', 'Benjamin Bou']",queer
Tunnelen,"['Action', ' Drama', ' Thriller']",105 min,2019,"When a truck crashes inside a tunnel, people on their way home for Christmas are brutally trapped in a deadly fire. With a blizzard raging outside, and the first responders struggling to get to the accident, it's every man for himself.",6.0,6539,0.0,['Pål Øie'],"['Thorbjørn Harr', 'Ylva Fuglerud', 'Lisa Carlehed', 'Mikkel Bratt Silset']",queer
Summoning Sylvia,"['Comedy', ' Horror', ' Thriller']",74 min,2023,A gay bachelor party turns spooky when sinister spirits are suddenly summoned.,6.2,3217,0.0,[],"['Travis Coles', 'Frankie Grande', 'Troy Iwata', 'Noah J. Ricketts']",queer
A Fantastic Woman,['Drama'],104 min,2017,"Marina, a transgender woman who works as a waitress and moonlights as a nightclub singer, is bowled over by the death of her older boyfriend.",7.2,27273,2020000.0,['Sebastián Lelio'],"['Daniela Vega', 'Francisco Reyes', 'Luis Gnecco', 'Aline Küppenheim']",queer
Rape Zombie: Lust of the Dead 4,['Horror'],77 min,2014,"Their camp has fallen, the chosen child is in the hands of the Otaku and the undead are rampaging across the city. Is there any hope for the remaining survivors?",3.4,236,0.0,['Naoyuki Tomomatsu'],"['Yui Aikawa', 'Asami', 'Aya Kisaki', 'An Koshi']",queer
Hilma,"['Biography', ' Drama']",120 min,2022,"Exploring Hilma af Klint's enigmatic life, now recognized as one of the Western world's first abstract artists.",6.0,988,0.0,['Lasse Hallström'],"['Tora Hallström', 'Catherine Chalk', 'Lily Cole', 'Rebecca Calder']",queer
Dance of the 41,"['Biography', ' Drama', ' History']",99 min,2020,"At the end of the 19th century, Ignacio de la Torre married the daughter of the president of Mexico, Porfirio Díaz. Ignacio leads a double life: he rises in the traditional world of politics while being a member of a clandestine society.",6.8,5382,0.0,['David Pablos'],"['Alfonso Herrera', 'Emiliano Zurita', 'Mabel Cadena', 'Fernando Becerril']",queer
Angelica,"['Drama', ' Thriller']",95 min,2015,A couple living in Victorian London endures an unusual series of psychological and supernatural happenings following the birth of their child.,4.9,876,0.0,['Mitchell Lichtenstein'],"['Jena Malone', 'Janet McTeer', 'Ed Stoppard', 'Tovah Feldshuh']",queer
Freak Show,"['Comedy', ' Drama']",91 min,2017,"Follows the story of teenager Billy Bloom who, despite attending an ultra conservative high school, makes the decision to run for homecoming queen.",6.5,4558,20000.0,['Trudie Styler'],"['Alex Lawther', 'Ian Nelson', 'AnnaSophia Robb', 'Celia Weston']",queer
The Most Hated Woman in America,"['Biography', ' Drama', ' History']",91 min,2017,"The life of Madelyn Murray O'Hair, the outspoken activist and founder of American Atheists.",6.1,7339,0.0,"[""Tommy O'Haver""]","['Melissa Leo', 'Brandon Mychal Smith', 'Juno Temple', 'Michael Chernus']",queer
Prick Up Your Ears,"['Biography', ' Drama']",105 min,1987,"Biographer John Lahr is writing a book about playwright Joe Orton. Joe and Kenneth meet at drama school and live together for ten years as lovers and collaborators. Both want to be writers, but only one of them is successful.",7.1,6538,1650000.0,['Stephen Frears'],"['Gary Oldman', 'Alfred Molina', 'Vanessa Redgrave', 'Wallace Shawn']",queer
Totally F***ed Up,"['Comedy', ' Drama', ' Romance']",78 min,1993,Six queer teenagers struggle to get along with each other and with life in the face of varying obstacles.,6.4,3935,100000.0,['Gregg Araki'],"['James Duval', 'Roko Belic', 'Susan Behshid', 'Jenee Gill']",queer
Poison,"['Drama', ' Horror', ' Romance']",85 min,1991,"A boy shoots his father and flies out the window. A man falls in love with a fellow inmate in prison. A doctor accidentally ingests his experimental sex serum, wreaking havoc on the community.",6.3,5033,610000.0,['Todd Haynes'],"['Edith Meeks', 'Larry Maxwell', 'Susan Norman', 'Millie White']",queer
I Am Happiness on Earth,['Drama'],122 min,2014,"Emiliano looks at his life with the eyes of a film director, mixing the objective reality with the processes of the artistic creation. The story he is filming flounders with his daily life,...                See full summary »",4.5,1121,0.0,['Julián Hernández'],"['Hugo Catalán', 'Gabino Rodríguez', 'Andrea Portal', 'Emilio von Sternerfels']",queer
The Retreat,"['Horror', ' Thriller']",82 min,2021,A lesbian couple with a rocky relationship go to a pre-wedding retreat and end up fighting for their lives when a group of militant serial killers tries to murder them.,4.9,1781,0.0,['Pat Mills'],"['Tommie-Amber Pirie', 'Sarah Allen', 'Rossif Sutherland', 'Aaron Ashmore']",queer
Zero for Conduct,['Drama'],47 min,1933,"In a repressive boarding school with rigid rules of behavior, four boys decide to rebel against the direction on a celebration day.",7.2,9360,0.0,['Jean Vigo'],"['Jean Dasté', 'Robert le Flon', 'Louis Lefebvre', 'Du Verron']",queer
Will-o'-the-Wisp,"['Comedy', ' Fantasy', ' Musical']",67 min,2022,"2069, an erotic year if ever there was one, but a fateful year for a king without a crown.",6.0,979,0.0,['João Pedro Rodrigues'],"['Mauro da Costa', 'André Cabral', 'Margarida Vila-Nova', 'Miguel Loureiro']",queer
2 in the Bush: A Love Story,"['Comedy', ' Drama', ' Romance']",97 min,2018,"2 in the Bush: A Love Story is an unconventional romantic comedy about dungeons, a fish named Archimedes, and the many forms that love takes.",4.6,875,0.0,['Laura Madalinski'],"['Sarah Lin Mitchell', 'Travis Delgado', 'Caito Aase', 'Melissa DuPrey']",queer
Orpheus' Song,"['Adventure', ' Romance']",75 min,2019,"Two best friends from Berlin win a trip to Greece. On their excursion, they get lost on an island. They spend the night together in a cave and dream a mystical dream. On the next day, nothing between the two will be like it was before.",5.7,922,0.0,['Tor Iben'],"['Sascha Weingarten', 'Julien Lickert', 'Henry Morales', 'Kristina Kostiv']",queer
Interior. Leather Bar.,['Drama'],60 min,2013,Filmmakers James Franco and Travis Mathews re-imagine the lost 40 minutes from Cruising (1980) as a starting point to a broader exploration of sexual and creative freedom.,5.0,2710,40000.0,[],"['Val Lauren', 'Christian Patrick', 'James Franco', 'Travis Mathews']",queer
Todos los incendios,['Drama'],96 min,2023,"Bruno, a struggling teenage pyromaniac flees the city and embarks on a journey in quest of a girl he met online who would force him to confront the death of his father and his sexuality-related uncertainties.",6.8,81,0.0,['Mauricio Calderón Rico'],"['Antonio Fortier', 'Ximena Ayala', 'Iliana Donatlán', 'Hector Illanes']",queer
Thank You for Coming,['Comedy'],119 min,2023,"When five best friends assemble together at a family gathering, they must navigate the hilarious and heartwarming consequences of their lie, discovering the true depth of their friendship and love.",4.2,8400,0.0,['Karan Boolani'],"['Bhumi Pednekar', 'Dolly Singh', 'Shibani Bedi', 'Shehnaaz Gill']",queer
Daddy Issues,"['Drama', ' Romance']",81 min,2018,"Maya, a queer pixie artist, meets and falls madly in love with her insta-crush: the sexually fluid fashionista, Jasmine. It's all gumdrops and fairytales until Maya discovers Jasmine's passionate relationship with a secret sugar daddy.",4.4,843,0.0,['Amara Cash'],"['Madison Lawlor', 'Montana Manning', 'Andrew Pifko', 'Kamala Jones']",queer
Delirium,"['Horror', ' Mystery', ' Thriller']",102 min,1972,A respected psychologist who regularly works with the police becomes a suspect in a series of gruesome murders of young women.,5.4,1227,0.0,['Renato Polselli'],"['Mickey Hargitay', 'Rita Calderoni', 'Raul Lovecchio', 'Carmen Young']",queer
Rabid Grannies,"['Comedy', ' Horror']",89 min,1988,Two sweet little old ladies fall victim to an ancient curse that transforms them into bloodthirsty killers!,4.8,2038,0.0,['Emmanuel Kervyn'],"['Catherine Aymerie', 'Caroline Braeckman', 'Richard Cotica', 'Danielle Daven']",queer
Så jävla easy going,"['Comedy', ' Drama', ' Romance']",91 min,2022,"While desperately trying to find ways to get her ADHD medication, 18-year-old Joanna is trying to figure out her newfound feelings towards her classmate Audrey, but also towards herself.",6.6,928,0.0,['Christoffer Sandler'],"['Nikki Hanseblad', 'Melina Benett Paukkonen', 'Emil Algpeus', 'Shanti Roney']",queer
Mädchen in Uniform,"['Drama', ' Romance']",87 min,1931,"At an all-girls boarding school, Manuela falls in love with a teacher, to terrific consequences.",7.6,3737,0.0,[],"['Dorothea Wieck', 'Hertha Thiele', 'Emilia Unda', 'Hedy Krilla']",queer
A White Dress for Marialé,"['Horror', ' Mystery', ' Thriller']",92 min,1972,"A woman, who witnessed her father kill himself as a child, invites several friends to her husband's secluded castle. Unbeknownst to them, she has a sinister motive for the invitation.",5.7,722,0.0,['Romano Scavolini'],"['Ida Galli', 'Luigi Pistilli', 'Ivan Rassimov', 'Pilar Velázquez']",queer
Ma vie en rose,['Drama'],88 min,1997,Ludovic is an innocent seven-year-old child who provokes horror in his community when he dresses in girls clothes and insists he's a girl.,7.5,9024,2280000.0,['Alain Berliner'],"['Georges Du Fresne', 'Michèle Laroque', 'Jean-Philippe Écoffey', 'Hélène Vincent']",queer
Girl Picture,['Romance'],100 min,2022,"Three young women try to defy the persistent winter darkness in Finland. In the process, they move between dreams, reality, friendship and relationships, and try to make sense of the whole mess.",6.9,2621,0.0,['Alli Haapasalo'],"['Aamu Milonoff', 'Eleonoora Kauhanen', 'Linnea Leino', 'Sonya Lindfors']",queer
Wild Side,"['Action', ' Thriller']",96 min,1995,"While Bruno is an international money mover and influence peddler and Virginia is his very beautiful wife, his sexual appetite requires the services of banker and part-time hooker Alex. It's love at first sight. But, who are the lovers?",5.6,2414,0.0,['Donald Cammell'],"['Christopher Walken', 'Joan Chen', 'Steven Bauer', 'Anne Heche']",queer
Les Biches,['Drama'],100 min,1968,Architect Paul Thomas insinuates himself into the relationship of two bisexual women living in a St. Tropez villa with tragic consequences.,6.9,3559,0.0,['Claude Chabrol'],"['Jean-Louis Trintignant', 'Jacqueline Sassard', 'Stéphane Audran', 'Nane Germon']",queer
Father and Son,['Drama'],97 min,2003,"A father and his son live together in a roof-top apartment. They have lived alone for years in their own private world, full of memories and daily rites. Sometimes they seem like brothers. ...                See full summary »",6.5,2642,40000.0,['Aleksandr Sokurov'],"['Andrei Shchetinin', 'Aleksei Neymyshev', 'Aleksandr Razbash', 'Fyodor Lavrov']",queer
Private Desert,['Drama'],121 min,2021,"Daniel is an exemplary policeman, but he ends up making a mistake and becoming suspended. With nothing keeping him in his hometown, he goes to visit his online love interest.",7.0,1815,0.0,['Aly Muritiba'],"['Antonio Saboia', 'Pedro Fasanaro', 'Thomas Aquino', 'Laila Garin']",queer
Beauty,"['Drama', ' Romance']",95 min,2022,A gifted young Black woman struggles to maintain her voice and identity after she’s offered a lucrative recording contract.,4.2,832,0.0,['Andrew Dosunmu'],"['Gracie Marie Bradley', 'Aleyse Shannon', 'Niecy Nash', 'Giancarlo Esposito']",queer
Green Night,"['Crime', ' Drama']",92 min,2023,"Trapped in a life of oppression under her Korean husband, a Chinese woman sets out on a thrilling adventure with a mysterious green-haired girl, finding her chance to finally break free and claim her independence.",5.4,361,0.0,['Shuai Han'],"['Bingbing Fan', 'Lee Joo-young', 'Yeong-ho Kim']",queer
Delirium,"['Action', ' Horror', ' Thriller']",88 min,1979,"An ex-soldier is hired by local right-wingers as a vigilante to clean up criminals and street people. However, he freaks out and starts killing off everybody.",4.6,825,0.0,['Peter Maris'],"['Turk Cekovsky', 'Debi Chaney', 'Terry TenBroek', 'Barron Winchester']",queer
Strella,['Drama'],111 min,2009,"Yorgos is released from prison after 14 years of incarceration for a murder he committed. He meets Strella, a young transsexual sex worker. They spend the night together and soon they fall in love. But the past is catching up with Yorgos.",7.3,4305,0.0,['Panos H. Koutras'],"['Mina Orfanou', 'Yannis Kokiasmenos', 'Minos Theoharis', 'Argyris Kavidas']",queer
Public Eye,"['Comedy', ' Drama']",120 min,2021,A children's entertainer falls from grace when NSFW content of him circulates online.,5.8,132,0.0,['Davo Hardy'],"['Davo Hardy', 'Caroline McQuade', 'British Flower', 'Ethan Taylor']",queer
Hiraite,"['Drama', ' Romance']",121 min,2021,"Ai has had a crush forever on her classmate Tatoe. When she finds out that Tatoe is in a secret relationship with another girl, she sets out to sabotage their plans for the future.",6.4,190,0.0,['Rin Shutô'],"['Anna Yamada', 'Ryûto Sakuma', 'Haruka Imô', 'Yuka Itaya']",queer
Moonlit Winter,"['Drama', ' Romance']",105 min,2019,"Yoon-Hee lives with her teenage daughter Sae-Bom. On a winter day, Yoon-Hee receives a letter from Otaru, Japan. Sae-Bom accidentally reads the letter and learns about her mother's first love, which she never spoke about before.",6.9,1144,0.0,['Dae Hyung Lim'],"['Kim Hee-ae', 'Yûko Nakamura', 'Kim Sohye', 'Sung Yoo-bin']",queer
"Getting Go, the Go Doc Project","['Drama', ' Romance']",91 min,2013,"A shy but smitten college boy pursues a NY go-go boy through the pretext of making a documentary film about him, with the guys knowing each other only as ""Doc"" and ""Go.""",6.9,3074,0.0,['Cory Krueckeberg'],"['Tanner Cohen', 'Matthew Camp', 'Ramon O. Torres', 'Judy McLane']",queer
Port Authority,"['Drama', ' Romance']",101 min,2019,"Paul must confront his white boy realness after arriving in New York and getting involved with explosively divisive groups: the queer ballroom scene and some straight debt collectors, while falling in love with a trans woman.",6.4,1039,0.0,['Danielle Lessovitz'],"['Fionn Whitehead', 'Leyna Bloom', 'McCaul Lombardi', 'Louisa Krause']",queer
Coming Out,"['Drama', ' Romance']",113 min,1989,A young teacher in East Berlin struggles with accepting his homosexuality.,7.0,1838,0.0,['Heiner Carow'],"['Matthias Freihof', 'Dagmar Manzel', 'Dirk Kummer', 'Michael Gwisdek']",queer
Mädchen in Uniform,['Drama'],91 min,1958,"In a strict Prussian boarding school for girls, sensitive student Manuela von Meinhardis develops a forbidden love to one of her teachers, the compassionate Elisabeth von Bernburg.",7.0,1760,0.0,['Géza von Radványi'],"['Lilli Palmer', 'Romy Schneider', 'Therese Giehse', 'Blandine Ebinger']",queer
Lilies,"['Crime', ' Drama', ' Fantasy']",95 min,1996,"When a bishop comes to a prison to hear the confession of an old friend he is forced to watch a play, performed by the inmates, about their youth together, love and betrayal.",7.4,2843,220000.0,['John Greyson'],"['Ian D. Clark', 'Marcel Sabourin', 'Aubert Pallascio', 'Jason Cadieux']",queer
Diamantino,"['Comedy', ' Drama', ' Fantasy']",96 min,2018,"A fallen soccer superstar vows to adopt a refugee child, while becoming the naive unwitting centerpiece in in a bizarre plot to Make Portugal Great Again.",6.3,3183,70000.0,[],"['Carloto Cotta', 'Cleo Tavares', 'Anabela Moreira', 'Margarida Moreira']",queer
Love My Life,['Drama'],96 min,2006,Ichiko and Eri are two Japanese university students who are in a lesbian relationship. Ichiko comes out to her father who tells her he is also gay and her mother was a lesbian. Her best ...                See full summary »,6.0,917,0.0,['Kôji Kawano'],"['Rei Yoshii', 'Asami Imajuku', 'Naomi Akimoto', 'Miyoko Asada']",queer
No Hard Feelings,"['Drama', ' Romance']",92 min,2020,Second-generation Irani-German Parvis works at a refugee shelter where he meets brother and sister Irani refugees and develops a tenuous romance with Amon as his friends attempt refugee status.,6.7,1619,0.0,['Faraz Shariat'],"['Benjamin Radjaipour', 'Banafshe Hourmazdi', 'Eidin Jalali', 'Mashid Shariat']",queer
Future Century Amazons,"['Action', ' Horror']",76 min,2017,"After radical feminism and the emasculation of men have caused the downfall of civilization, the few remaining humans live in various settlements with vast lawless lands in between.",4.5,20,0.0,['Naoyuki Tomomatsu'],"['Luna Amemiya', 'Mary Aoi Iii', 'Maki Aoyama', 'Ryô Asagiri']",queer
Sin Eater,"['Horror', ' Thriller']",85 min,2022,"Christine finds herself in a town harboring a dark secret. As she tries to recuperate, she begins to discover bizarre religious phenomena around her.",3.2,272,0.0,['Carmelo Chimera'],"['Jessie Nerud', 'Danny Bohnen', 'Scotty Bohnen', 'Bill Moseley']",queer
Xenia,"['Drama', ' Romance']",134 min,2014,"Strangers in their own birthplace, 16-year-old Danny and 18-year-old Odysseus cross the entire country in search of their Greek father, after their Albanian mother passes away.",6.7,4344,0.0,['Panos H. Koutras'],"['Kostas Nikouli', 'Nikos Gelia', 'Giannis Stankoglou', 'Marisha Triantafyllidou']",queer
About Us But Not About Us,['Drama'],91 min,2022,"A literature professor meets his student at a restaurant and, over the course of one meal, secrets and lies will be unearthed and the sinister connection to a suicide will be revealed.",6.8,129,0.0,['Jun Lana'],"['Romnick Sarmenta', 'Elijah Canlas', 'Olive Isidro', 'Arkin Del Rosario']",queer
Adam,"['Comedy', ' Drama', ' Romance']",95 min,2019,"Awkward teen Adam spends his last high school summer with his big sister, who throws herself into NYC's lesbian and trans activist scene. In this coming-of-age comedy, Adam and those around him encounter love, friendship and hard truths.",4.2,1706,0.0,['Rhys Ernst'],"['Nicholas Alexander', 'Bobbi Salvör Menuez', 'Margaret Qualley', 'Leo Sheng']",queer
